 49 0 44 75 76 
 49 1 64 27 62 
 49 2 82 42 23 
 49 3 26 11 41 
 49 4 33 27 30 
 49 5 90 68 89 
 49 6 7 36 97 
 49 7 19 89 22 
 49 8 14 94 99 
 49 9 94 67 54 
 49 10 47 66 65 
 49 11 31 84 23 
 49 12 56 52 1 
 49 13 78 34 37 
 49 14 59 1 33 
 49 15 96 72 6 
 49 16 24 40 53 
 49 17 81 6 98 
 49 18 0 37 15 
 49 19 19 61 53 
 49 20 28 35 82 
 49 21 23 76 81 
 49 22 53 20 39 
 49 23 23 53 82 
 49 24 87 69 0 
 49 25 42 11 22 
 49 26 19 23 94 
 49 27 90 58 94 
 49 28 5 31 18 
 49 29 44 46 17 
 49 30 17 63 6 
 49 31 64 6 42 
 49 32 94 63 95 
 49 33 17 76 66 
 49 34 67 67 97 
 49 35 15 65 69 
 49 36 62 36 90 
 49 37 57 88 43 
 49 38 10 17 7 
 49 39 6 64 2 
 49 40 11 77 10 
 49 41 64 1 0 
 49 42 4 32 70 
 49 43 12 61 23 
 49 44 44 44 31 
 49 45 80 28 24 
 49 46 19 80 84 
 49 47 74 18 49 
 49 48 63 38 26 
 49 49 1 3 85 
 49 50 6 42 11 
 49 51 66 74 43 
 49 52 91 87 56 
 49 53 96 74 64 
 49 54 3 76 32 
 49 55 62 4 42 
 49 56 31 51 3 
 49 57 63 33 14 
 49 58 40 95 92 
 49 59 68 66 23 
 49 60 42 68 7 
 49 61 37 92 16 
 49 62 80 33 49 
 49 63 51 72 75 
 49 64 26 67 54 
 49 65 76 34 52 
 49 66 1 3 88 
 49 67 47 11 14 
 49 68 93 30 75 
 49 69 50 69 83 
 49 70 72 9 66 
 49 71 64 44 62 
 49 72 55 41 58 
 49 73 69 25 15 
 49 74 11 9 0 
 49 75 25 6 91 
 49 76 82 88 69 
 49 77 29 54 4 
 49 78 23 99 24 
 49 79 19 92 23 
 49 80 83 64 81 
 49 81 44 2 0 
 49 82 63 30 20 
 49 83 27 90 68 
 49 84 9 24 5 
 49 85 38 94 82 
 49 86 53 33 78 
 49 87 67 84 90 
 49 88 85 83 53 
 49 89 20 94 29 
 49 90 63 33 2 
 49 91 30 41 42 
 49 92 93 74 59 
 49 93 49 88 6 
 49 94 12 97 70 
 49 95 7 36 68 
 49 96 66 59 90 
 49 97 91 54 83 
 49 98 80 79 64 
 49 99 71 56 72 
