 29 0 46 75 76 
 29 1 64 27 62 
 29 2 84 42 23 
 29 3 26 11 41 
 29 4 33 29 30 
 29 5 90 68 89 
 29 6 9 38 97 
 29 7 19 89 22 
 29 8 14 94 99 
 29 9 94 67 54 
 29 10 49 66 65 
 29 11 33 84 23 
 29 12 56 52 1 
 29 13 78 34 37 
 29 14 57 1 33 
 29 15 96 72 6 
 29 16 24 42 53 
 29 17 83 8 98 
 29 18 2 39 15 
 29 19 21 63 53 
 29 20 28 37 82 
 29 21 25 76 81 
 29 22 51 20 39 
 29 23 25 55 82 
 29 24 87 69 0 
 29 25 40 11 22 
 29 26 19 23 94 
 29 27 90 58 94 
 29 28 7 33 18 
 29 29 44 46 17 
 29 30 17 65 6 
 29 31 64 8 42 
 29 32 94 63 95 
 29 33 17 76 66 
 29 34 69 67 97 
 29 35 15 67 69 
 29 36 60 36 90 
 29 37 59 88 43 
 29 38 12 17 7 
 29 39 6 66 2 
 29 40 11 77 10 
 29 41 64 3 0 
 29 42 6 34 70 
 29 43 12 63 23 
 29 44 44 44 31 
 29 45 81 28 24 
 29 46 19 80 84 
 29 47 74 20 49 
 29 48 63 38 26 
 29 49 1 3 85 
 29 50 8 44 11 
 29 51 68 74 43 
 29 52 91 89 56 
 29 53 96 74 64 
 29 54 3 76 32 
 29 55 60 4 42 
 29 56 33 53 3 
 29 57 61 33 14 
 29 58 42 95 92 
 29 59 70 66 23 
 29 60 44 68 7 
 29 61 39 92 16 
 29 62 80 33 49 
 29 63 53 72 75 
 29 64 28 69 54 
 29 65 76 34 52 
 29 66 1 3 88 
 29 67 45 11 14 
 29 68 95 30 75 
 29 69 52 69 83 
 29 70 72 11 66 
 29 71 64 44 62 
 29 72 55 41 58 
 29 73 69 25 15 
 29 74 13 9 0 
 29 75 25 6 91 
 29 76 82 90 69 
 29 77 31 56 4 
 29 78 24 99 24 
 29 79 20 92 23 
 29 80 83 64 81 
 29 81 42 2 0 
 29 82 63 30 20 
 29 83 29 90 68 
 29 84 11 26 5 
 29 85 40 94 82 
 29 86 51 33 78 
 29 87 69 86 90 
 29 88 85 85 53 
 29 89 22 94 29 
 29 90 63 33 2 
 29 91 30 43 42 
 29 92 93 74 59 
 29 93 51 88 6 
 29 94 12 97 70 
 29 95 9 38 68 
 29 96 68 59 90 
 29 97 91 54 83 
 29 98 80 81 64 
 29 99 73 56 72 
