 1 0 47 75 76 
 1 1 64 27 62 
 1 2 85 42 23 
 1 3 26 11 41 
 1 4 33 30 30 
 1 5 90 68 89 
 1 6 10 39 97 
 1 7 19 89 22 
 1 8 14 94 99 
 1 9 94 67 54 
 1 10 50 66 65 
 1 11 34 84 23 
 1 12 56 52 1 
 1 13 78 34 37 
 1 14 56 1 33 
 1 15 96 72 6 
 1 16 24 43 53 
 1 17 84 9 98 
 1 18 3 40 15 
 1 19 22 64 53 
 1 20 28 38 82 
 1 21 26 76 81 
 1 22 50 20 39 
 1 23 26 56 82 
 1 24 87 69 0 
 1 25 39 11 22 
 1 26 19 23 94 
 1 27 90 58 94 
 1 28 8 34 18 
 1 29 44 46 17 
 1 30 17 66 6 
 1 31 64 9 42 
 1 32 94 63 95 
 1 33 17 76 66 
 1 34 70 67 97 
 1 35 15 68 69 
 1 36 59 36 90 
 1 37 60 88 43 
 1 38 13 17 7 
 1 39 6 67 2 
 1 40 11 77 10 
 1 41 64 4 0 
 1 42 7 35 70 
 1 43 12 64 23 
 1 44 44 44 31 
 1 45 82 28 24 
 1 46 19 80 84 
 1 47 74 21 49 
 1 48 63 38 26 
 1 49 0 3 85 
 1 50 9 45 11 
 1 51 69 74 43 
 1 52 91 90 56 
 1 53 96 74 64 
 1 54 3 76 32 
 1 55 59 4 42 
 1 56 34 54 3 
 1 57 60 33 14 
 1 58 43 95 92 
 1 59 71 66 23 
 1 60 45 68 7 
 1 61 40 92 16 
 1 62 80 33 49 
 1 63 54 72 75 
 1 64 29 70 54 
 1 65 76 34 52 
 1 66 2 3 88 
 1 67 44 11 14 
 1 68 96 30 75 
 1 69 53 69 83 
 1 70 72 12 66 
 1 71 64 44 62 
 1 72 55 41 58 
 1 73 69 25 15 
 1 74 14 9 0 
 1 75 25 6 91 
 1 76 82 91 69 
 1 77 32 57 4 
 1 78 25 98 24 
 1 79 21 92 23 
 1 80 83 64 81 
 1 81 41 2 0 
 1 82 62 30 20 
 1 83 30 90 68 
 1 84 12 27 5 
 1 85 41 94 82 
 1 86 50 33 78 
 1 87 70 87 90 
 1 88 85 86 53 
 1 89 23 94 29 
 1 90 62 33 2 
 1 91 30 44 42 
 1 92 93 74 59 
 1 93 52 88 6 
 1 94 12 97 70 
 1 95 10 39 68 
 1 96 69 59 90 
 1 97 91 54 83 
 1 98 80 82 64 
 1 99 74 56 72 
