 2 0 46 75 76 
 2 1 64 27 62 
 2 2 84 42 23 
 2 3 26 11 41 
 2 4 33 29 30 
 2 5 90 68 89 
 2 6 9 38 97 
 2 7 19 89 22 
 2 8 14 94 99 
 2 9 94 67 54 
 2 10 49 66 65 
 2 11 33 84 23 
 2 12 56 52 1 
 2 13 78 34 37 
 2 14 57 1 33 
 2 15 96 72 6 
 2 16 24 42 53 
 2 17 83 8 98 
 2 18 2 39 15 
 2 19 21 63 53 
 2 20 28 37 82 
 2 21 25 76 81 
 2 22 51 20 39 
 2 23 25 55 82 
 2 24 87 69 0 
 2 25 40 11 22 
 2 26 19 23 94 
 2 27 90 58 94 
 2 28 7 33 18 
 2 29 44 46 17 
 2 30 17 65 6 
 2 31 64 8 42 
 2 32 94 63 95 
 2 33 17 76 66 
 2 34 69 67 97 
 2 35 15 67 69 
 2 36 60 36 90 
 2 37 59 88 43 
 2 38 12 17 7 
 2 39 6 66 2 
 2 40 11 77 10 
 2 41 64 3 0 
 2 42 6 34 70 
 2 43 12 63 23 
 2 44 44 44 31 
 2 45 81 28 24 
 2 46 19 80 84 
 2 47 74 20 49 
 2 48 63 38 26 
 2 49 1 3 85 
 2 50 8 44 11 
 2 51 68 74 43 
 2 52 91 89 56 
 2 53 96 74 64 
 2 54 3 76 32 
 2 55 60 4 42 
 2 56 33 53 3 
 2 57 61 33 14 
 2 58 42 95 92 
 2 59 70 66 23 
 2 60 44 68 7 
 2 61 39 92 16 
 2 62 80 33 49 
 2 63 53 72 75 
 2 64 28 69 54 
 2 65 76 34 52 
 2 66 1 3 88 
 2 67 45 11 14 
 2 68 95 30 75 
 2 69 52 69 83 
 2 70 72 11 66 
 2 71 64 44 62 
 2 72 55 41 58 
 2 73 69 25 15 
 2 74 13 9 0 
 2 75 25 6 91 
 2 76 82 90 69 
 2 77 31 56 4 
 2 78 24 99 24 
 2 79 20 92 23 
 2 80 83 64 81 
 2 81 42 2 0 
 2 82 63 30 20 
 2 83 29 90 68 
 2 84 11 26 5 
 2 85 40 94 82 
 2 86 51 33 78 
 2 87 69 86 90 
 2 88 85 85 53 
 2 89 22 94 29 
 2 90 63 33 2 
 2 91 30 43 42 
 2 92 93 74 59 
 2 93 51 88 6 
 2 94 12 97 70 
 2 95 9 38 68 
 2 96 68 59 90 
 2 97 91 54 83 
 2 98 80 81 64 
 2 99 73 56 72 
