 5 0 43 75 76 
 5 1 64 27 62 
 5 2 81 42 23 
 5 3 26 11 41 
 5 4 33 26 30 
 5 5 90 68 89 
 5 6 6 35 97 
 5 7 19 89 22 
 5 8 14 94 99 
 5 9 94 67 54 
 5 10 46 66 65 
 5 11 30 84 23 
 5 12 56 52 1 
 5 13 78 34 37 
 5 14 60 1 33 
 5 15 96 72 6 
 5 16 24 39 53 
 5 17 80 5 98 
 5 18 1 37 15 
 5 19 19 60 53 
 5 20 28 34 82 
 5 21 22 76 81 
 5 22 54 20 39 
 5 23 22 52 82 
 5 24 87 69 0 
 5 25 43 11 22 
 5 26 19 23 94 
 5 27 90 58 94 
 5 28 4 30 18 
 5 29 44 46 17 
 5 30 17 62 6 
 5 31 64 5 42 
 5 32 94 63 95 
 5 33 17 76 66 
 5 34 66 67 97 
 5 35 15 64 69 
 5 36 63 36 90 
 5 37 56 88 43 
 5 38 9 17 7 
 5 39 6 63 2 
 5 40 11 77 10 
 5 41 64 2 0 
 5 42 3 31 70 
 5 43 12 60 23 
 5 44 44 44 31 
 5 45 80 28 24 
 5 46 19 80 84 
 5 47 74 17 49 
 5 48 63 38 26 
 5 49 0 3 85 
 5 50 5 41 11 
 5 51 65 74 43 
 5 52 91 86 56 
 5 53 96 74 64 
 5 54 3 76 32 
 5 55 63 3 42 
 5 56 31 50 3 
 5 57 63 33 14 
 5 58 39 95 92 
 5 59 67 66 23 
 5 60 41 68 7 
 5 61 36 92 16 
 5 62 80 33 49 
 5 63 50 72 75 
 5 64 25 66 54 
 5 65 76 34 52 
 5 66 0 3 88 
 5 67 48 11 14 
 5 68 92 30 75 
 5 69 49 69 83 
 5 70 72 8 66 
 5 71 64 44 62 
 5 72 55 41 58 
 5 73 69 25 15 
 5 74 10 9 0 
 5 75 25 6 91 
 5 76 82 87 69 
 5 77 28 53 4 
 5 78 23 98 24 
 5 79 19 92 23 
 5 80 83 64 81 
 5 81 45 2 0 
 5 82 63 30 20 
 5 83 26 90 68 
 5 84 8 23 5 
 5 85 37 94 82 
 5 86 54 33 78 
 5 87 66 83 90 
 5 88 85 82 53 
 5 89 19 94 29 
 5 90 63 33 2 
 5 91 30 40 42 
 5 92 93 74 59 
 5 93 48 88 6 
 5 94 12 97 70 
 5 95 6 35 68 
 5 96 65 59 90 
 5 97 91 54 83 
 5 98 80 78 64 
 5 99 70 56 72 
