 0 0 48 75 76 
 0 1 64 27 62 
 0 2 86 42 23 
 0 3 26 11 41 
 0 4 33 31 30 
 0 5 90 68 89 
 0 6 11 40 97 
 0 7 19 89 22 
 0 8 14 94 99 
 0 9 94 67 54 
 0 10 51 66 65 
 0 11 35 84 23 
 0 12 56 51 1 
 0 13 78 34 37 
 0 14 55 1 33 
 0 15 96 72 6 
 0 16 24 44 53 
 0 17 85 10 98 
 0 18 4 41 15 
 0 19 23 65 53 
 0 20 28 39 82 
 0 21 27 76 81 
 0 22 49 20 39 
 0 23 27 57 82 
 0 24 87 69 0 
 0 25 38 11 22 
 0 26 19 23 94 
 0 27 90 58 94 
 0 28 9 35 18 
 0 29 44 46 17 
 0 30 17 67 6 
 0 31 64 10 42 
 0 32 94 63 95 
 0 33 17 76 66 
 0 34 71 67 97 
 0 35 15 69 69 
 0 36 58 36 90 
 0 37 61 88 43 
 0 38 14 17 7 
 0 39 6 68 2 
 0 40 11 77 10 
 0 41 64 5 0 
 0 42 8 36 70 
 0 43 12 65 23 
 0 44 44 44 31 
 0 45 83 28 24 
 0 46 20 80 84 
 0 47 74 22 49 
 0 48 62 38 26 
 0 49 1 3 85 
 0 50 10 46 11 
 0 51 70 74 43 
 0 52 91 91 56 
 0 53 96 74 64 
 0 54 3 76 32 
 0 55 58 4 42 
 0 56 35 55 3 
 0 57 59 33 14 
 0 58 44 95 92 
 0 59 72 66 23 
 0 60 46 68 7 
 0 61 41 92 16 
 0 62 80 33 49 
 0 63 55 72 75 
 0 64 30 71 54 
 0 65 76 34 52 
 0 66 3 3 88 
 0 67 43 11 14 
 0 68 97 30 75 
 0 69 54 69 83 
 0 70 72 13 66 
 0 71 64 44 62 
 0 72 55 41 58 
 0 73 69 25 15 
 0 74 15 9 0 
 0 75 25 6 91 
 0 76 82 92 69 
 0 77 33 58 4 
 0 78 25 99 24 
 0 79 22 92 23 
 0 80 83 64 81 
 0 81 40 2 0 
 0 82 61 30 20 
 0 83 31 90 68 
 0 84 13 28 5 
 0 85 42 94 82 
 0 86 49 33 78 
 0 87 71 88 90 
 0 88 85 87 53 
 0 89 24 94 29 
 0 90 61 33 2 
 0 91 30 45 42 
 0 92 93 75 59 
 0 93 53 88 6 
 0 94 12 97 70 
 0 95 11 40 68 
 0 96 70 59 90 
 0 97 91 54 83 
 0 98 80 83 64 
 0 99 75 56 72 
